#NAME(1),a(au),Period(day),Excentricity(1),Mass(Mjup),Mstar(Msun),Rstar(Rsun),Teff(K),Rplanet(Rjup)
KOI_5799.01,0.643898,184.883003,0,0.028947690144708816,,1.621,5620,0.2721032423217581
KOI_5800.01,0.0988021,11.0066891,0,0.0065003931000440695,,1.047,6091,0.10973343870680737
KOI_5801.01,0.620669,177.389968,0,0.017009698254743168,,0.919,5849,0.19671726207195955
KOI_5802.01,0.213511,35.161061,0,1,,2.087,5485,1.2097442511091934
KOI_5805.01,1.08563,525.76732,0,0.054712894274439684,,0.624,5192,0.35685671124164997
KOI_5806.01,0.897908,313.826144,0,0.008477834754398823,,0.973,5914,0.11865485648784863
KOI_5416.01,0.295533,76.3775,0,0.16707905162013173,,0.586,3877,0.6482302159704572
KOI_5417.01,0.294691,55.249004138,0,1,,1.012,6063,5.0896688440840325
KOI_5418.01,0.112914,14.2675429,0,0.007849274103709034,,0.837,5475,0.11597843115353625
KOI_5423.01,1.04006,366.56365,0,0.029335004891539805,,1.1,5857,0.27388752587796633
KOI_5552.01,0.814708,295.957614,0,0.057857579423047596,,1.769,5364,0.3666702708007954
KOI_5553.01,0.440188,120.943962,0,0.022598795493698542,,0.843,5456,0.23820185475380135
KOI_5554.01,0.951644,362.22202,0,0.005358598305538224,,1.277,6113,0.10375608879350973
KOI_5677.01,0.137122,20.5141875,0,0.0036191939986994098,,0.75,5465,0.092782744922829
KOI_5680.01,1.22722,557.927835,0,0.026219735239476377,,1.844,5553,0.25872111565019623
KOI_5682.01,0.239013,46.9696784,0,0.27851549138970344,,1.717,5401,0.763673362057131
KOI_5683.01,0.0105252,0.512583911419,0,1,,0.604,4612,2.484784358957828
KOI_5684.01,0.937795,206.805834,0,1,,8.611,5048,2.4168120768840744
KOI_5807.01,0.737411,236.097998,0,0.023785670736067382,,1.09,6084,0.24533898897863435
KOI_5810.01,1.08178,425.59571,0,0.018989247065243815,,1.441,5458,0.21322188496688588
KOI_5812.01,0.0398983,3.13185638,0,0.01254424386703551,,1.159,6070,0.14809553516528473
KOI_5424.01,1.15234,462.260522,0,0.07362216368100978,,1.698,4981,0.41216950148410575
KOI_5426.01,0.471975,124.887024,0,0.014155236705048957,,1.234,6103,0.1678118684613859
KOI_5556.01,1.39178,631.991111,0,0.014304699747848941,,1.006,5594,0.16950693783978374
KOI_5685.01,0.111221,14.0019578,0,1,,6.502,4883,1.414936860073142
KOI_5688.01,0.108785,14.555341,0,0.017672411887566086,,0.735,5183,0.20251618362963636
KOI_5689.01,0.426796,114.126134,0,0.019696432622782308,,0.823,4816,0.21857473563551064
KOI_5692.01,0.0306642,2.64181163,0,0.00033802054630989155,,0.542,3901,0.04719430006170821
KOI_5815.01,0.681359,207.769152,0,0.04985580410737016,,1.849,5210,0.3443667263481922
KOI_5816.01,0.484837,82.5088425,0,1,,7.733,4986,1.3738983382803525
KOI_5817.01,0.465662,113.087428,0,0.011969892552594273,,1.271,6522,0.14042311587358927
KOI_5819.01,0.954415,381.35782,0,0.007586401457571434,,0.729,5513,0.11481864684200087
KOI_5822.01,0.129589,17.63431173,0,0.012408450306845818,,1.979,4885,0.1463112516090765
KOI_5433.01,0.779367,237.81791,0,0.025410090419886757,,1.11,6202,0.2544388351152964
KOI_5435.01,0.117789,15.996122,0,0.012476168981244503,,0.78,4948,0.1472033933871806
KOI_5436.01,0.177087,28.297207103,0,1,,1.256,6324,2.970832121086736
KOI_5564.01,0.0567973,3.4795928371,0,1,,16.215,4724,5.546445434473345
KOI_5565.01,1.11969,406.2657,0,0.014765131673580222,,1.566,6031,0.17459214597497724
KOI_5566.01,0.0221852,0.9887758,0,0.029140633426981415,,2.773,6456,0.27299538409986224
KOI_5567.01,1.02965,397.395395,0,1,,0.949,5753,2.204482333695293
KOI_5568.01,0.640484,186.404612,0,0.00670162761301775,,0.921,6351,0.11071479466272191
KOI_5570.01,1.29579,574.659581,0,0.01777741765188256,,0.821,5596,0.20340832540774045
KOI_5694.01,0.425118,107.9055705,0,0.011620833825601714,,0.802,5565,0.135605550271827
KOI_5695.01,0.09372,11.035636706,0,1,,1.23,6201,6.459106473473865
KOI_5825.01,0.634239,208.042898,0,0.019696432622782308,,1.2,5991,0.21857473563551064
KOI_5826.01,0.166058,30.5615247,0,0.012681492758190931,,0.664,4294,0.14987981872149297
KOI_5827.01,0.0596076,6.10963537,0,0.001586779920030509,,1.009,6024,0.0736016966935903
KOI_5829.01,1.35696,583.855293,0,0.01696010811674252,,0.86,5591,0.1962711911829075
KOI_5830.01,0.433445,72.7815972,0,1,,7.317,5099,1.3114484138130635
KOI_5440.01,0.348161,74.625203,0,0.01494788937300257,,0.937,6187,0.17655485788680633
KOI_5447.01,0.950023,322.55663,0,0.018760945893355332,,0.993,5880,0.2114376014106776
KOI_5572.01,0.148095,21.9579606,0,0.0015530510481207781,,0.802,5192,0.07315562580453824
KOI_5574.01,0.855713,373.417986,0,0.02175635692200997,,0.612,4236,0.2328490040851766
KOI_5577.01,1.25095,495.519459,0,0.026219735239476377,,1.634,6043,0.25872111565019623
KOI_5578.01,1.13217,388.050462,0,0.025376995857834782,,2.46,5779,0.2542604067596756
KOI_5702.01,1.27399,511.887493,0,0.02800412939982539,,1.007,6141,0.26764253343123745
KOI_5704.01,0.377274,96.166984,0,0.007646557956011895,,0.716,5147,0.11508628937543212
KOI_5706.01,1.15413,425.4861,0,0.04093294764160864,,1.022,5977,0.31813775807193095
KOI_5707.01,0.726346,208.798313,0,0.03012692522223144,,1.168,6208,0.2774560929903828
KOI_5708.01,0.0807952,7.8633614438,0,1,,1.954,5738,2.855290839404471
KOI_5831.01,0.0784402,10.5523568,0,0.016081206905629836,,0.584,4029,0.18806348682434954
KOI_5833.01,1.12025,440.160677,0,0.035555458045727496,,0.987,6277,0.29949199490955475
KOI_5834.01,0.23093,37.5388042,0,0.017464874367569466,,1.072,6077,0.20073190007342812
KOI_5835.01,1.19289,474.98213,0,0.02069360640969991,,0.962,6287,0.22571186986034358
KOI_5837.01,0.830622,280.920707,0,0.03586813429974888,,0.881,5968,0.3006517792210901
KOI_5451.01,1.33958,529.3881,0,0.07395081227162235,,2.504,5283,0.41306164326220984
KOI_5454.01,1.12139,509.9957,0,0.02360287157127833,,0.756,5037,0.2442684188449094
KOI_5579.01,0.187933,34.027206,0,0.013688101523974858,,0.801,4999,0.16236980361495074
KOI_5581.01,1.05204,374.874031,0,0.08546731817463182,,1.354,5636,0.44312682118431884
KOI_5582.01,0.063775,5.23600314,0,0.6739913411108981,,1.646,6170,0.8466425474208146
KOI_5583.01,0.1302,20.5862794,0,0.007849274103709034,,0.753,5523,0.11597843115353625
KOI_5585.01,0.468968,113.5745073,0,0.04331369558070472,,2.233,5155,0.32563174900800557
KOI_5587.01,0.0299256,1.82767283916,0,1,,1.093,6329,1.9633453324915289
KOI_5712.01,0.810616,287.756815,0,0.04919508468980203,,0.781,4965,0.34258244279198397
KOI_5713.01,0.0352588,2.5162344,0,0.013915474948216338,,1.296,5780,0.16504622894926313
KOI_5717.01,0.0215308,1.33269476891,0,0.1097049606302637,,0.76,4611,0.5002212185576485
KOI_5839.01,0.636551,169.416033,0,0.018536257155083547,,1.378,6362,0.20965331785446936
KOI_5840.01,1.20587,460.77776,0,0.012612682585984877,,1.029,6109,0.14898767694338885
KOI_5842.01,0.301722,57.7745437,0,0.017589003223985742,,1.083,6224,0.20180247020715306
KOI_5458.01,0.270022,56.6477396,0,0.015040363709570273,,0.785,5025,0.17753621384272086
KOI_5459.01,0.291845,53.5537533,0,0.014241530543821344,,1.552,6185,0.16879322441730044
KOI_5461.01,0.649508,119.086089,0,1,,8.984,4849,1.5434052761201362
KOI_5591.01,0.953727,317.004095,0,0.084160975527997,,2.27,5066,0.43982589660533356
KOI_5592.01,1.21771,482.50238,0,0.018315120114395567,,0.96,6168,0.20786903429826112
KOI_5718.01,0.742612,233.667,0,0.08102658815034705,,1,5780,0.43179662060239643
KOI_5719.01,0.182401,27.287151,0,0.018648153766136766,,1.126,6300,0.21054545963257348
KOI_5721.01,0.325038,61.2252155,0,0.027095128830713675,,1.144,6362,0.26318182454071687
KOI_5722.01,0.184061,28.50787433,0,1,,0.945,6131,1.9921525905065107
KOI_5849.01,0.149493,21.5125007,0,0.005634853063316614,,0.997,5611,0.10527272981628674
KOI_5850.01,0.877427,303.226553,0,0.06411248722953072,,0.955,5952,0.385405248140982
KOI_5852.01,0.764213,235.419319,0,0.031995272040181454,,1.001,6028,0.28548536899332
KOI_5854.01,0.761847,240.571677,0,0.026409486860961146,,0.943,6146,0.25970247160611076
KOI_5465.01,1.14484,476.81001,0,0.011781430659071862,,0.901,5806,0.1378359047170873
KOI_5466.01,0.0510448,4.09501856,0,0.011943752897771038,,0.963,5858,0.1400662591623476
KOI_5471.01,0.0811202,8.7806035007,0,1,,0.832,5487,3.4097658759139655
KOI_5472.01,0.46064,97.514459,0,0.093560140279273,,3.18,5437,0.4630215828360409
KOI_5597.01,0.0744134,7.77710765,0,0.0036191939986994098,,1.134,5243,0.092782744922829
KOI_5602.01,1.06952,403.157839,0,0.02318294114622877,,0.921,6086,0.24177042186621786
KOI_5603.01,1.02895,341.557108,0,0.10291188761279275,,3.098,5138,0.5442064846435162
KOI_5727.01,0.289255,65.3556225,0,0.032865229842500364,,0.764,4703,0.2890539361057365
KOI_5732.01,0.216897,39.4015589,0,0.012207355308046628,,0.794,5911,0.14363482627476412
KOI_5855.01,0.69394,217.79157,0,0.03660046286224619,,0.848,5821,0.3033282045554025
KOI_5856.01,0.730402,259.344959,0,0.012862192273014071,,0.85,5906,0.1521993873445637
KOI_5861.01,1.17479,452.35293,0,0.013538959863280521,,1.029,6195,0.1605855200587425
KOI_5476.01,0.551418,148.1697,0,0.015296376462899665,,0.932,6003,0.18021263917703323
KOI_5478.01,0.97672,351.2880472,0,1,,0.914,5911,3.4658815937567145
KOI_5479.01,0.135324,18.3467591,0,0.11762720397578394,,1.702,5465,0.5174422313003925
KOI_5480.01,0.288997,57.140285,0,0.12483984743690374,,1.46,5936,0.5326086415281626
KOI_5604.01,1.28881,476.920617,0,0.023939313942413557,,1.725,6282,0.24623113075673847
KOI_5605.01,0.0876161,9.01634054,0,0.236808902945995,,1.735,5627,0.6390411556559847
KOI_5606.01,0.150627,23.81478296,0,1,,1.89,5421,7.306641162672784
KOI_5608.01,0.400777,87.5650856,0,0.018097474040081694,,1.069,6064,0.20608475074205287
KOI_5736.01,0.565255,161.650224,0,0.010799121778904323,,0.838,5850,0.12757627426888987
KOI_5737.01,1.01201,376.236417,0,0.010799121778904323,,0.96,5916,0.12757627426888987
KOI_5740.01,0.154781,21.7999574,0,0.007993191481364985,,0.964,6122,0.11660293039820913
KOI_5863.01,0.0795737,8.67241737,0,0.0018534276206063596,,0.882,5620,0.07690262127257556
KOI_5868.01,0.165056,22.7783103,0,0.014304699747848941,,1.477,6538,0.16950693783978374
KOI_5869.01,0.404872,114.407191,0,0.023785670736067382,,0.691,4641,0.24533898897863435
KOI_5482.01,0.19371,31.7077377,0,0.0168615074490039,,0.872,5861,0.19537904940480336
KOI_5483.01,0.128145,17.946326567,0,1,,1.722,5228,5.91507841718597
KOI_5484.01,0.760678,204.827272,0,0.09393187576166998,,2.93,6060,0.463913724614145
KOI_5485.01,0.101314,9.3589338,0,1,,4.521,5188,1.7307550495220023
KOI_5486.01,0.0566298,4.154681917,0,0.17218235958710967,,1.65,7025,0.5783755147449041
KOI_5487.01,0.271189,48.8135536,0,0.0326454109986095,,1.11,6202,0.28816179432763234
KOI_5612.01,0.951983,353.658882,0,0.040249330687503936,,0.82,5438,0.31590740362667064
KOI_5613.01,0.968332,346.41739,0,0.02069360640969991,,0.946,5754,0.22571186986034358
KOI_238.03,1.00026,362.99479,0,0.01289022817154194,,1.092,6086,0.15255624405580537
KOI_4647.02,0.104101,12.0086539,0,0.015470226374563717,,1.964,5303,0.1819969227332415
KOI_4657.02,0.0885894,10.43151402,0,0.0011026472458274348,,0.773,5366,0.06637534829094689
KOI_4895.02,0.249316,47.5569733,0,0.01647469376544035,,0.958,5861,0.19181048229238684
KOI_600.02,0.882031,294.055263,0,0.02656592082530671,,1.011,6108,0.2605053992064045
KOI_649.02,0.0974217,10.2092711,0,0.005487477165731408,,1.432,6078,0.10446980221599303
KOI_6028.01,0.231766,37.806940892,0,1,,1.156,6428,4.265508269471442
KOI_651.02,0.898012,320.18472,0,0.01219405547929874,,0.966,6143,0.1434563979191433
KOI_5927.01,1.12831,436.39536,0,0.006683170224232892,,0.971,5997,0.11062558048491149
KOI_5929.01,1.16491,466.00437,0,0.06701942609072925,,0.876,5830,0.3937913808551607
KOI_5932.01,0.938827,355.865542,0,0.02767295765180919,,0.799,5734,0.2660366782306501
KOI_5935.01,1.00443,416.878931,0,0.02095299423911337,,0.73,4911,0.22749615341655183
KOI_5936.01,0.269319,48.3879841,0,0.02175635692200997,,1.045,6164,0.2328490040851766
KOI_5938.01,1.33903,545.20509,0,0.014544730336171464,,1.155,6273,0.1721833631740961
KOI_5939.01,0.456412,105.0537272,0,0.01406958651572169,,1.13,6471,0.16683051250547137
KOI_5941.01,0.221798,44.7064636,0,0.0053107810115709695,,0.811,5509,0.10348844626007848
KOI_5943.01,0.175698,27.2021168,0,0.012681492758190931,,1,6353,0.14987981872149297
KOI_5944.01,0.310499,64.7121887207,0,1,,0.974,6175,4.741091208543189
KOI_5948.01,0.995753,398.510769,0,0.01195681679123344,,0.759,5776,0.14024468751796845
KOI_5949.01,1.33512,559.78519,0,0.01406958651572169,,1.111,6201,0.16683051250547137
KOI_5950.01,0.41882,109.440158,0,0.0030353909956012015,,0.741,5359,0.08832203603230837
KOI_5952.01,0.570461,164.510492,0,0.016285734078303266,,1.02,5866,0.1900261987361786
KOI_5953.01,1.00716,370.82653,0,0.06298645127046278,,0.886,5291,0.38210432356199675
KOI_5954.01,0.346252,73.909453,0,0.003496951465995254,,0.918,5865,0.09189060314472487
KOI_5959.01,0.775365,251.481876,0,0.012341080220345241,,0.902,5979,0.14541910983097237
KOI_5960.01,0.187645,32.4187233,0,0.01200919165507888,,1.441,5622,0.14095840094045176
KOI_5961.01,0.112562,19.159761065,0,1,,0.516,4492,1.250961201257604
KOI_5964.01,0.204272,32.0333373,0,0.003859141250547172,,1.005,6039,0.09447781430122683
KOI_5965.01,0.221869,43.3970409,0,0.013538959863280521,,0.723,4877,0.1605855200587425
KOI_5966.01,1.0316,478.79185,0,0.01922122141196718,,0.648,4241,0.21500616852309412
KOI_5968.01,0.444095,97.9426773,0,0.025542977116091176,,2.284,5997,0.25515254853777974
KOI_5971.01,0.998378,493.306118,0,0.004699563696015829,,0.548,4558,0.099919879147662
KOI_5974.01,0.0477269,4.76819969,0,0.0006172372712203097,,0.649,4680,0.05620493202055987
KOI_5976.01,0.0435258,2.7095863782,0,1,,5.208,5030,9.819804551592103
KOI_6182.02,0.167372,28.6836747,0,0.009594493778887308,,0.821,5243,0.12311556537836923
KOI_6186.01,0.0530824,5.342626177,0,0.01564668691793328,,0.667,5094,0.18378120628944974
KOI_6188.01,0.0255283,1.645300343,0,0.032623514931697385,,0.759,5423,0.28807258014982196
KOI_4032.03,0.0615379,5.99269021,0,0.003146633102580239,,1.19,5731,0.08921417781041249
KOI_4032.04,0.0552719,5.10110483,0,0.005184627637011794,,1.19,5731,0.10277473283759518
KOI_4034.02,0.112987,11.60920238,0,0.014108439274392823,,1.397,6602,0.16727658339452342
KOI_4103.02,0.102811,14.2371702,0,0.0030353909956012015,,0.677,5220,0.08832203603230837
KOI_6093.01,0.132841,20.5724563,0,0.0010315829402204586,,0.834,5529,0.06512634980160112
KOI_6093.02,0.16022,27.2498383,0,0.0013196098730329164,,0.834,5529,0.06985470122555298
KOI_1015.03,0.137168,16.9976495,0,0.015210411519948104,,1.168,6495,0.17932049739892908
KOI_6191.01,0.0916605,9.70440368,0,0.006410225387961996,,1.031,6258,0.10928736781775532
KOI_1616.02,0.218527,34.7749378,0,0.0019944594551458803,,1.047,6028,0.07850847647316299
KOI_6191.02,0.110075,12.7711266,0,0.007646557956011895,,1.031,6258,0.11508628937543212
KOI_6194.01,0.299392,42.291691,0,0.7646017162857137,,7.056,4902,0.9608366950181425
KOI_6195.01,0.0205329,1.444503036,0,0.013159845358025158,,0.559,4569,0.15594638281260104
KOI_4192.02,0.19424,32.0274562,0,0.005801588527586431,,0.852,5576,0.10616487159439086
KOI_4246.02,0.0844669,8.75622575,0,0.004272681339965264,,1.235,5841,0.09724345381334962
KOI_4287.02,0.0938472,9.6183498,0,0.0014046571944189923,,1.517,6344,0.07110369971489876
KOI_4385.02,1.01404,386.372393,0,0.03135894894752484,,0.828,5303,0.2828089436590076
KOI_4385.03,0.128206,17.3693763,0,0.014707583850186152,,0.828,5303,0.17396764673030435
KOI_4435.02,0.136824,17.8684605,0,0.002109506245606846,,1.013,6328,0.07975747496250878
KOI_6101.01,0.128623,17.734022072,0,1,,0.963,5892,5.375154213077352
KOI_1053.02,0.243639,46.2454615,0,0.013763396940481787,,0.827,5573,0.16326194539305486
KOI_6202.01,0.244892,47.2564329,0,0.004699563696015829,,1.338,6021,0.099919879147662
KOI_4541.02,0.128712,17.23585,0,0.013031382012060519,,0.931,5915,0.1543405276120136
KOI_4567.02,0.0549041,4.67244662,0,0.0021602820291566375,,0.987,6146,0.08029276002937125
KOI_6102.01,0.310114,54.2902866,0,0.013839185548687667,,1.565,6711,0.16415408717115898
KOI_6103.01,1.17072,453.54372,0,0.044703357510549616,,1.179,6109,0.329824815365095
KOI_6103.02,0.489989,122.8060764,0,0.0182058645019643,,1.179,6109,0.20697689252015697
KOI_6209.01,0.107401,12.71424524,0,0.021216541398407063,,0.962,5947,0.2292804369727601
KOI_1839.02,0.341118,80.4110178,0,0.05584595464220406,,1.673,5476,0.36042527835406646
KOI_6209.02,0.0770763,7.7296617,0,0.01756823332265309,,0.962,5947,0.2016240418515322
KOI_6210.01,0.288063,51.8565656,0,0.01438415344457048,,1.501,6363,0.17039907961788786
KOI_6108.01,1.12897,485.924217,0,0.007727238761392744,,0.957,5551,0.11544314608667378
KOI_1082.04,0.0850578,9.65500061,0,0.011305974731867624,,0.793,5258,0.12936055782509812
KOI_6109.02,0.104716,10.00473325,0,0.01957620301997789,,2.641,6620,0.2176825938574065
KOI_6111.01,0.897293,228.662132,0,0.069418235370156,,2.674,6845,0.40057165836875214
KOI_6114.01,0.218587,24.955998797,0,1,,2.34,9128,2.2945886532838093
KOI_6216.02,0.280619,46.0793132,0,0.024407471278245635,,1.589,6799,0.24890755609105086
KOI_6115.01,0.642972,168.669348,0,0.019817626083733695,,1.582,6511,0.21946687741361473
KOI_6118.02,0.0608465,4.66187536,0,0.0043839203942261495,,1.619,7081,0.09795716723583292
KOI_6120.01,0.399232,90.098725,0,0.012960600326431513,,0.991,6123,0.1534483858339095
KOI_6120.02,0.691576,205.41888,0,0.014304699747848941,,0.991,6123,0.16950693783978374
KOI_6121.01,0.0232546,1.23713958263,0,1,,1.024,6131,4.984476407027775
KOI_6217.01,0.062558,7.70155434,0,0.0010315829402204586,,0.543,4822,0.06512634980160112
KOI_6224.01,0.451478,91.2057304,0,0.021349893727018857,,1.69,7304,0.23017257875086425
KOI_6124.01,0.0905715,6.932382164,0,1,,2.168,8675,2.671250911999371
KOI_1310.02,0.548499,144.69277,0,0.016763673268475034,,0.97,6061,0.19448690762669923
KOI_1996.02,0.0594904,7.07394391,0,0.001915166981275911,,0.561,4777,0.07761633469505887
KOI_6228.01,0.141902,21.09078448,0,0.014798145701385603,,0.821,5722,0.1749490026862189
KOI_6130.01,0.0212316,1.542902974,0,0.004525615132946322,,0.539,4530,0.09884930901393706
KOI_6132.01,0.223674,33.318875,0,1,,1.63,6266,1.2210744516911158
KOI_6132.02,0.0833882,7.58443956,0,0.10269132466823744,,1.63,6266,0.4844329855105398
KOI_6235.01,0.0317559,2.0538749825,0,1,,4.089,5051,4.921054048022353
KOI_2012.02,0.612754,180.92557,0,0.02037512806542959,,0.847,5835,0.2234815154150833
KOI_6238.01,0.729433,197.054316,0,0.05943444232386525,,2.511,6600,0.3714878364025576
KOI_6137.01,0.107461,12.4970312,0,0.010306604131922276,,1.021,6174,0.1257919907126816
KOI_6137.02,0.0756716,7.38460876,0,0.0068130604638042885,,1.021,6174,0.1112500797295844
KOI_6141.01,0.500551,96.509214,0,0.15948796554624955,,2.955,7343,0.6378813713444493
KOI_6239.01,1.05772,406.497296,0,0.015558126522595864,,0.884,5847,0.1828890645113456
KOI_6242.01,0.756212,212.435037,0,0.026202563614500452,,1.381,6907,0.2586319014723858
KOI_353.03,0.107106,11.16195458,0,0.011538758988241901,,1.377,6823,0.13016348542539183
KOI_6242.02,0.3839,76.839946,0,0.01438415344457048,,1.381,6907,0.17039907961788786
KOI_841.04,0.81131,269.291976,0,0.05079454147245801,,0.863,5325,0.3468647233268838
KOI_6145.01,0.147264,19.6731939,0,0.06208098450496643,,1.485,6486,0.37942789822768436
KOI_6145.02,0.206463,32.658199,0,0.04601180203240715,,1.485,6486,0.33366102501094275
KOI_6145.03,0.0761424,7.3142142,0,0.018315120114395567,,1.485,6486,0.20786903429826112
KOI_6242.03,0.390621,78.8668403,0,0.016007682752572028,,1.381,6907,0.18734977340186623
KOI_6245.02,0.462648,112.32068,0,0.01705948286027085,,1.26,6528,0.1971633329610116
KOI_6246.01,0.0866621,9.13315599,0,0.011506205394833663,,0.964,6122,0.13399969507123957
KOI_6150.01,0.324488,48.9528113,0,0.07069820758941724,,2.609,7972,0.4041402254811686
KOI_6151.01,1.04253,431.78124,0,0.010065691368859842,,0.747,5642,0.12489984893457748
KOI_6251.01,0.147248,14.6676948601,0,1,,3.226,7517,7.520755189417773
KOI_2163.03,0.1838,28.2251832,0,0.011684873155803164,,1.03,6011,0.13649769204993112
KOI_2183.03,0.547638,150.377764,0,0.014872774729437648,,0.874,5845,0.17575193028651262
KOI_2184.02,0.365769,95.907157,0,0.015735915149708655,,0.653,4893,0.18467334806755384
KOI_2194.03,1.14086,445.217397,0,0.01180081587186937,,0.922,6038,0.13810354725051854
KOI_6047.01,0.101183,8.752915099,0,1,,2.624,7279,8.163097269652743
KOI_337.02,0.567295,154.603098,0,0.015287751407298341,,0.931,6017,0.18012342499922285
KOI_1519.02,0.280159,57.1328433,0,0.0200258885209258,,0.802,5192,0.22098351843639175
KOI_2209.02,0.19812,35.5024433,0,0.0033304318777862586,,0.8,5692,0.0906416046553791
KOI_2210.02,0.604735,210.628962,0,0.03569942156031018,,0.682,4905,0.3000272799764172
