#NAME(1),a(au),Period(day),Excentricity(1),Mass(Mjup),Mstar(Msun),Rstar(Rsun),Teff(K),Rplanet(Rjup)
Kepler-321_b,0.0565776,4.915379,,0.0130508,,1.194,5740,0.157909
Kepler-402_d,0.0841819,8.921099,,0.00893492,,1.264,6090,0.123115
Kepler-339_d,0.0941898,10.558345,,0.00508144,,0.802,5631,0.10438
Kepler-407_b,0.0149747,0.6693109,0,0,1,0.1,5476,0.095459
TrES-3_b,0.0227178,1.30619,0,1.91,0.915,0.812,5650,1.336
Kepler-188_b,0.0317043,2.061897,,0.0124398,,1.141,6021,0.14988
HIP_14810_b,0.0692271,6.673859,0.142483,3.87441,0.99,1.31998,5485,
Kepler-10_c,0.239651,45.29485,,0.054118,0.895,1.056,5627,0.209653
HD_90156_b,0.249855,49.77,0.31,0.0565295,0.84,0.920961,5599,
Kepler-259_c,0.217013,36.924931,,0.0222169,,0.898,5938,0.240878
Kepler-304_d,0.0887283,9.653471,,0.0229193,,0.687,4731,0.245339
Kepler-150_e,0.192408,30.826557,,0.0290307,,0.939,5560,0.278348
Kepler-218_c,0.246495,44.699576,,0.029411,,1.063,5502,0.280132
Pr_211_b,0.0320419,2.1451,0,1.84394,0.952,0.868,5326,
Kepler-203_b,0.0421675,3.162697,,0.0205131,,1.114,5821,0.22928
Kepler-6_b,0.0456089,3.234723,0,0.669376,1.209,1.391,5647,1.323
Kepler-244_d,0.14444,20.050401,,0.0175824,,0.803,5554,0.206084
24_Sex_c,2.24032,910,0.412,1.51716,1.81,3.92062,5069,
Kepler-358_b,0.20564,34.060467,,0.0224946,,0.954,5908,0.242662
Kepler-373_c,0.127997,16.725948,,0.00621274,,0.845,5787,0.110625
HD_60532_c,1.57999,604,0.02,2.46312,1.44,2.35065,6095,
Kepler-299_b,0.0400468,2.927128,,0.00769114,,1.032,5617,0.117763
Kepler-140_c,0.396968,91.353282,,0.0132614,,1.288,6077,0.160585
Kepler-23_d,0.12048,15.274299,,0.0165098,,1.548,5828,0.196271
HD_68988_b,0.0692771,6.27711,0.1249,1.79992,1.124,1.10962,5960.48,
Kepler-84_b,0.08295,8.726,,0.0172355,1,1.43,5755,0.203
HAT-P-26_b,0.0478684,4.234516,0.124,0.0586489,0.816,0.788,5079,0.565
Kepler-292_f,0.148181,20.834237,,0.0179955,,0.826,5299,0.209653
Kepler-20_e,0.063351,6.098493,0,0.00175601,0.912,0.944,5466,0.0773688
Kepler-296_d,0.143477,19.850242,,0.0172808,,0.557,4249,0.203408
HD_149143_b,0.0530508,4.072,0.016,1.32811,1.2,1.71219,5884,
Kepler-62_d,0.119499,18.16406,0.0948683,0,0.69,0.64,4925,0.173812
HD_79498_b,3.13296,1966.1,0.59,1.34632,1.06,1.12815,5740,
Kepler-298_d,0.355666,77.473633,,0.0196646,,0.582,4465,0.223035
Kepler-269_b,0.0596916,5.326718,,0.019315,,0.959,5847,0.220359
Kepler-248_b,0.0668155,6.308205,,0.0272098,,0.831,5190,0.269426
HD_181433_c,1.75604,962,0.28,0.640416,0.78,1.00831,4962,
70_Vir_b,0.483601,116.6884,0.4007,7.46144,1.101,1.59775,5544.6,
HD_102365_b,0.463328,122.1,0.34,0.0509774,0.89,0.828702,5630,
BD_-08_2823_b,0.0558236,5.6,0.15,0.045941,0.74,1.27853,4746,
Kepler-160_b,0.0518266,4.309427,,0.0115417,,0.884,5857,0.13739
CoRoT-11_b,0.0440549,2.99433,0,2.34813,1.27,1.37,6440,1.43
Kepler-369_c,0.118353,14.871572,,0.00960182,,0.471,3591,0.125792
Kepler-142_d,0.235751,41.809118,,0.0161415,,1.269,5790,0.192702
Kepler-398_b,0.0499821,4.081423,,0.00225059,,0.613,4493,0.082969
Kepler-299_d,0.119323,15.054786,,0.0136944,,1.032,5617,0.165938
GJ_436_b,0.0287188,2.64385,0.16,0.0726979,0.452,0.464,3350,0.3767
Kepler-142_c,0.0553921,4.761702,,0.0245625,,1.269,5790,0.255152
Kepler-181_c,0.0517683,4.302149,,0.014692,,0.749,5333,0.177536
Kepler-364_b,0.170638,25.745718,,0.011604,,1.284,6108,0.138282
Kepler-173_c,0.0783205,8.005777,,0.0188614,,0.949,6031,0.21679
Kepler-290_b,0.11685,14.589347,,0.0169862,,0.743,5147,0.200732
WASP-37_b,0.0446312,3.577469,0,1.79362,0.925,1.003,5800,1.16
Kepler-223_c,0.0899174,9.848183,,0.0147725,,1.017,5829,0.178428
HD_6718_b,3.55427,2496,0.1,1.5591,0.96,0.956629,5746,
Kepler-224_e,0.137602,18.643577,,0.0145328,,0.676,5018,0.175752
Kepler-322_c,0.0520493,4.337234,,0.0123736,,0.89,5388,0.148987
HD_33636_b,3.26519,2127.7,0.4805,9.26951,1.017,1.03374,5904.28,
Kepler-163_c,0.150603,21.347262,,0.0170837,,0.917,5776,0.201624
HAT-P-40_b,0.060845,4.457243,0,0.6202,1.512,2.206,6080,1.73
HD_240237_b,1.91887,745.7,0.4,5.31949,1.69,,4361,
Kepler-169_f,0.38452,87.090195,,0.0206381,,0.763,4997,0.230172
Kepler-283_b,0.0968462,11.008151,,0.0158724,,0.566,4351,0.190026
rho_CrB_b,0.225692,39.8449,0.057,1.06409,0.965,1.10084,5822.58,
Kepler-214_b,0.122502,15.660544,,0.0210192,,1.352,6169,0.232849
Kepler-314_b,0.0356743,2.461069,,0.00150361,,0.95,5378,0.0740476
Kepler-188_c,0.0645963,5.996553,,0.0303861,,1.141,6021,0.284593
Kepler-233_b,0.0813349,8.472382,,0.0188614,,0.758,5360,0.21679
Kepler-118_b,0.0751093,7.518496,,0.014454,,1.094,5274,0.174859
Kepler-110_b,0.106481,12.691112,,0.013476,,1.149,5960,0.163262
HD_11977_b,2.063,711,0.4,7.40012,2.31,8.14661,5067,
HD_73534_b,3.0184,1770,0.074,1.06828,1.17,2.90137,4884,
Kepler-195_b,0.0802786,8.307872,,0.0150172,,0.775,5329,0.181104
Kepler-50_c,0.0932375,9.3761368,,0.0234642,1.23,1.88,6058,0.248685
HD_164604_b,1.30299,606.4,0.24,2.6885,0.8,,,
Kepler-359_b,0.169831,25.563222,,0.0380002,,1.086,6248,0.314926
Kepler-359_d,0.354508,77.095691,,0.0520795,,1.086,6248,0.357748
Kepler-115_b,0.0351175,2.403679,,0.00396389,,1.205,5979,0.0972433
OGLE-05-071L_b,3.54863,3600,,3.8,0.46,,,
OGLE235-MOA53_b,,,,2.6,0.63,,,
HD_37124_c,1.70993,885.5,0.125,0.648109,0.85,0.772275,5500.24,
HD_217107_c,5.33414,4270,0.517222,2.61546,1.108,1.5,5704.36,
HD_74156_b,0.291535,51.638,0.63,1.77342,1.238,1.345,6067.98,
Kepler-180_b,0.11269,13.817124,,0.0117855,,1.063,5731,0.133821
HD_103774_b,0.070273,5.8881,0.09,0.368054,1.335,1.43364,6489,
Kepler-43_b,0.0449294,3.024095,0,3.23143,1.32,1.42,6041,1.2
Kepler-76_b,0.0271768,1.545,0,1.96,1.12,1.12,6409,
Kepler-310_b,0.113307,13.930698,,0.00538981,,0.876,5797,0.106165
Kepler-222_c,0.0913762,10.08881,,0.0710944,,0.869,5433,0.413953
KELT-6_b,0.0794132,7.8457,0.22,0.43122,1.085,1.58,6102,1.193
WASP-13_b,0.0537034,4.3530135,0,0.473883,1.09,1.574,5950,1.407
Kepler-84_c,0.107552,12.883,,0.096,1,1.43,5755,0.215
HD_13931_b,5.14931,4218,0.02,1.88123,1.022,1.22417,5829,
Kepler-58_d,0.229287,40.101371,,0.0258466,,1.127,6099,0.262289
HAT-P-18_b,0.0559503,5.508023,0.084,0.197205,0.77,0.749,4803,0.995
Kepler-357_b,0.0679912,6.475434,,0.0135483,,0.834,5036,0.164154
Kepler-406_c,0.0555527,4.62332,0,0.00857506,1.07,1.07,5538,0.0758319
HD_155358_c,1.00082,391.9,0.16,0.807031,0.87,1.49875,5760,
WASP-43_b,0.0142363,0.813475,0,1.77609,0.58,0.598,4400,0.93
Kepler-159_c,0.242421,43.595792,,0.0351084,,0.663,4625,0.30422
Kepler-39_b,0.155007,21.0874,0.121,18.1805,1.1,1.39,6260,1.22
14_And_b,0.823151,185.84,0,4.68383,2.15,11.38,4813,
Kepler-215_b,0.086925,9.360672,,0.0120479,,1.027,5739,0.144527
Kepler-294_b,0.0468277,3.701212,,0.0130508,,0.976,5913,0.157909
Kepler-29_b,0.0928723,10.3376,0,0.0397121,1,0.96,5750,0.320884
Kepler-24_b,0.0800144,8.14561,0,0.0185071,1.03,1.07,5800,0.213923
Kepler-306_b,0.0544926,4.646186,,0.0123086,,0.719,4954,0.135605
Kepler-83_b,0.0778725,9.77,,0.0240196,0.66,0.61,4648,0.252
81_Cet_b,2.28088,952.7,0.206,4.31096,1.74,15.7275,4845,
CoRoT-3_b,0.0573788,4.2568,0,21.8549,1.37,1.56,6740,1.01
Kepler-377_b,0.105463,12.509529,,0.00915403,,1.224,5949,0.124008
Kepler-126_d,0.422434,100.283134,,0.0196646,,1.358,6239,0.223035
HAT-P-38_b,0.0522992,4.640382,0.067,0.267569,0.886,0.923,5330,0.825
Kepler-18_d,0.117171,14.85888,0.000521567,0.0516,0.972,1.108,5383,0.622714
Kepler-380_b,0.0487448,3.930821,,0.00538981,,1.224,6045,0.106165
Kepler-132_d,0.134468,18.010199,,0.011604,,1.178,6003,0.138282
Kepler-228_b,0.0366865,2.566546,,0.0125754,,1.014,6043,0.136497
mu_Ara_e,0.93961,310.54999,0.0666,0.543322,1.147,1.25035,5784.28,
Kepler-97_b,0.036125,2.58664,0,0.0106941,0.94,0.98,5779,0.132037
Kepler-139_b,0.123078,15.771044,,0.0258466,,1.3,5594,0.262289
Kepler-375_b,0.103296,12.125934,,0.010538,,0.837,5826,0.12936
HD_136118_b,2.33328,1187.3,0.338,11.6809,1.191,1.75082,6097.41,
Kepler-182_b,0.0897811,9.825792,,0.0206381,,1.146,6250,0.230172
HD_6434_b,0.142061,21.997999,0.17,0.397195,0.79,0.80278,5835,
HD_5319_b,1.63515,674.59998,0.12,1.6984,1.28,4.9902,4869,
Kepler-306_e,0.247015,44.840975,,0.0171819,,0.719,4954,0.202516
Kepler-253_b,0.0475233,3.783986,,0.0121124,,0.786,5208,0.145419
Kepler-259_b,0.0790333,8.115317,,0.0236491,,0.898,5938,0.249799
HD_231701_b,0.555583,141.60001,0.1,1.08667,1.14,1.24116,6208,
PH-2_b,0.825444,282.5255,0.41,0.488198,0.94,1,5629,0.902041
CoRoT-18_b,0.0295483,1.9000693,0.04,3.48652,0.95,1,5440,1.31
Kepler-203_d,0.0987232,11.32972,,0.0102988,,1.114,5821,0.128468
HD_75898_b,1.18906,418.20001,0.1,2.51504,1.28,1.54576,6021,
Kepler-224_b,0.0419025,3.132924,,0.00915403,,0.676,5018,0.124008
Kepler-205_b,0.038467,2.75564,,0.0120453,,0.546,4321,0.134713
MOA-2008-BLG-310L_b,,,,0.23,0.67,,,
KIC_11442793_g,0.736177,210.60697,,0.217563,1.2,1.2,6080,0.723
GJ_1214_b,0.0143253,1.58040482,0,0.0203507,0.157,0.211,3026,0.2389
Kepler-268_c,0.373719,83.446393,,0.0344212,,1.274,6081,0.301543
Kepler-135_c,0.0994132,11.448708,,0.00493175,,1.275,6090,0.103488
Kepler-265_c,0.129538,17.028937,,0.0212781,,1.103,5835,0.234633
16_Cyg_B_b,1.66027,798.5,0.681,1.63997,0.956,1.1176,5674.41,
HAT-P-25_b,0.0465813,3.652836,0.032,0.567181,1.01,0.959,5500,1.19
Kepler-341_e,0.238241,42.473269,,0.014692,,1.024,6012,0.177536
HD_213240_b,1.88529,882.7,0.421,4.53249,1.143,1.3947,5967.95,
Kepler-399_b,0.115973,14.425281,,0.00252018,,0.68,5502,0.0856455
Kepler-341_c,0.0783507,8.01041,,0.012573,,1.024,6012,0.151664
Kepler-265_d,0.240693,43.130617,,0.0195472,,1.103,5835,0.222143
Kepler-243_c,0.144324,20.026218,,0.014692,,0.842,5228,0.177536
HD_12661_b,0.838172,262.70861,0.376834,2.3408,1.136,1.06782,5742.75,
Kepler-9_c,0.22473,38.90861,0.132575,0.168671,1,1.1,,0.823
HD_74156_c,3.8997,2520,0.38,8.24664,1.238,1.345,6067.98,
Kepler-165_c,0.120683,15.31299,,0.0167934,,0.77,5211,0.198947
Kepler-326_d,0.0700163,6.766888,,0.0057099,,0.801,5105,0.107949
HD_20794_c,0.203628,40.114,0,0.00743617,0.7,1.22683,5401,
Kepler-31_c,0.254502,42.6318,0,0.0577969,1.21,1.22,6340,0.374365
Kepler-82_b,0.16455,26.444,,0.0517963,0.85,0.9,5512,0.357
Kepler-306_c,0.0732442,7.240193,,0.0179955,,0.719,4954,0.209653
Kepler-85_e,0.168293,25.216751,,0.00674351,,0.893,5436,0.113302
HD_38801_b,1.6471,696.3,0,10.0105,1.22,2.24501,5314,
HD_132563_B_b,2.62431,1544,0.22,1.49247,1.01,,5985,
Kepler-390_c,0.108535,13.060022,,0.00126334,,0.776,5166,0.0704791
Kepler-61_b,0.257458,59.87756,0,0.0160339,0.635,0.62,4017,0.191639
GJ_667_C_c,0.125092,28.13,0.34,0.0134408,0.33,,3350,
HD_207832_c,2.1118,1155.7,0.27,0.730294,0.94,0.901,5710,
Kepler-80_b,0.0645109,7.053,,0.0222358,0.72,0.65,4613,0.241
Kepler-272_d,0.0964303,10.937304,,0.0169862,,0.929,5297,0.200732
Kepler-44_b,0.0454854,3.24674,0,1.02109,1.19,1.52,5757,1.24
HD_5891_b,0.636168,177.11,0.066,5.22845,1.09,11.8348,4825,
Kepler-292_b,0.0368224,2.580827,,0.00769114,,0.826,5299,0.117763
Kepler-228_d,0.0973508,11.094286,,0.0531048,,1.014,6043,0.360425
Kepler-140_b,0.0429776,3.25427,,0.0119837,,1.288,6077,0.143635
Kepler-245_d,0.214468,36.277108,,0.0273861,,0.795,5100,0.270319
HD_173416_b,1.16272,323.6,0.21,2.71808,2,14.3919,4683,
Kepler-104_c,0.161331,23.668205,,0.0292202,,1.349,5711,0.27924
Kepler-263_b,0.127191,16.568087,,0.0218083,,0.785,5265,0.238201
Kepler-278_c,0.269422,51.078775,,0.0395346,,2.935,4991,0.320278
HD_76700_b,0.0511051,3.97097,0.095,0.232142,1.129,1.2353,5668.45,
Kepler-366_b,0.043221,3.281959,,0.0107805,,1.048,6209,0.130252
HD_39091_b,3.34651,2151,0.6405,10.088,1.071,1.14999,5949.91,
HD_7449_b,2.33982,1275,0.82,1.3131,1.05,0.952526,6024,
HD_149026_b,0.0431325,2.8758911,0,0.361471,1.294,1.368,6160,0.654
Kepler-186_b,0.0378277,3.8867907,0.04,0.00370062,0.478,0.472,3788,0.0953739
Kepler-219_c,0.156968,22.714613,,0.0392746,,1.491,5786,0.319386
OGLE-2006-BLG-109L_c,4.52773,4927.5,0.15,0.271,0.51,,,
Kepler-361_c,0.283685,55.188023,,0.0199023,,1.343,6169,0.224819
Kepler-265_e,0.325506,67.831024,,0.0207641,,1.103,5835,0.231064
Qatar-2_b,0.0215077,1.3371182,0,2.48409,0.74,0.713,4645,1.144
Kepler-293_b,0.140591,19.254196,,0.0281036,,0.957,5804,0.273887
Kepler-166_b,0.0759843,7.650254,,0.0171819,,0.742,5413,0.202516
HD_216437_b,2.48556,1353,0.319,2.16817,1.117,1.36865,5848.71,
HAT-P-49_b,0.0437742,2.691548,0,1.72959,1.543,1.833,6820,1.413
Kepler-367_c,0.278143,53.578637,,0.00554835,,0.695,4710,0.107057
Kepler-313_b,0.118876,14.970418,,0.0200225,,1.536,5727,0.225711
Kepler-150_c,0.0741975,7.381998,,0.0422294,,0.939,5560,0.3292
Kepler-87_b,0.477022,114.73635,0.036,1.02138,1.1,1.82,5600,1.21
HAT-P-7_b,0.037964,2.204737,0,1.7916,1.5,1.981,6389,1.363
Kepler-316_c,0.0704356,6.827766,,0.00493175,,0.52,4204,0.103488
PSR_B1257+12_C,0.416595,98.2114,0.0252,0.0122719,,,,
HD_49674_b,0.0571073,4.94737,0.087,0.101571,1.015,0.889525,5662.28,
HD_82943_b,1.1851,442.4,0.203,1.68512,1.133,1.09738,5997.1,
Kepler-342_c,0.17279,26.234138,,0.014454,,1.472,6175,0.174859
WASP-38_b,0.0758454,6.87188,0.028,2.70901,1.23,1.35,6180,1.09
Kepler-139_c,0.569736,157.072878,,0.0344212,,1.3,5594,0.301543
HD_77338_b,0.0612143,5.7361,0.09,0.0498139,0.93,0.88,5370,
Kepler-29_c,0.109809,13.2907,0,0.0251535,1,0.96,5750,0.25849
HD_220773_b,4.94302,3724.7,0.51,1.44975,1.16,1.35144,5940,
WASP-6_b,0.0428704,3.361006,0.054,0.52136,0.93,0.87,5450,1.224
Kepler-206_c,0.108963,13.137471,,0.0130508,,1.185,5764,0.157909
Kepler-169_c,0.066017,6.195469,,0.0057099,,0.763,4997,0.107949
HD_159868_c,1.02595,352.3,0.15,0.73,1.16,1.84825,5558,
HD_137388_b,0.88883,330,0.36,0.227816,0.86,0.97784,5240,
HD_95086_b,,,,4.5,,,,
Kepler-196_b,0.147733,20.739886,,0.0139923,,0.782,5128,0.169507
Kepler-352_b,0.0911742,10.05537,,0.00170474,,0.781,5212,0.0767241
Kepler-329_b,0.0744278,7.416397,,0.00937625,,0.523,4257,0.1249
Kepler-179_b,0.0382833,2.735926,,0.0121773,,0.759,5302,0.146311
Kepler-176_b,0.0604835,5.433074,,0.0100631,,0.891,5232,0.127576
Kepler-310_c,0.28808,56.47542,,0.0344212,,0.876,5797,0.301543
Kepler-339_b,0.0570545,4.977656,,0.00983076,,0.802,5631,0.126684
Kepler-124_d,0.192925,30.950851,,0.00422638,,0.636,4984,0.0990276
Kepler-52_c,0.10281,16.3850021,,0.0135364,0.54,0.52,4075,0.16400700000000001
HD_100777_b,1.03378,383.70001,0.36,1.16502,1,1.07881,5582,
HAT-P-5_b,0.0407152,2.788491,0,1.05561,1.157,1.165,5960,1.254
Kepler-125_b,0.0506571,4.164389,,0.0182069,,0.512,3810,0.211437
Kepler-193_b,0.0990643,11.38848,,0.0184218,,1.147,6335,0.213222
HD_222582_b,1.33658,572.38,0.725,7.63003,0.965,1.13737,5726.63,
Kepler-119_c,0.050338,4.125103,,0.00216566,,0.839,5595,0.0820769
Kepler-16_b,0.646795,228.776,0.0069,0.333,0.6897,0.6489,4450,0.7538
Kepler-32_d,0.128069,22.7802,0,0.0221838,0.54,0.53,3793,0.240663
Kepler-58_c,0.119982,15.5741568,,0.0245229,0.95,1.03,5843,0.254925
WASP-33_b,0.0255483,1.21986983,0,0,1.495,1.444,7430,1.497
HD_128311_b,1.08649,454.2,0.345,1.4572,0.828,0.58322,4965.42,
HD_181433_d,3.02208,2172,0.48,0.535482,0.78,1.00831,4962,
TrES-1_b,0.0392516,3.030065,0,0.752484,0.878,0.807,5230,1.067
HD_4208_b,1.65355,828,0.052,0.807457,0.879,0.876501,5600.17,
Kepler-62_e,0.426299,122.3874,0.13,0,0.69,0.64,4925,0.143507
Kepler-120_b,0.0668458,6.312501,,0.0160511,,0.534,4096,0.19181
HD_5388_b,1.76349,777,0.4,1.96509,1.21,1.29538,6297,
CoRoT-10_b,0.105463,13.2406,0.53,2.75536,0.89,0.79,5075,0.97
11_UMi_b,1.53498,516.22,0.08,11.0873,1.8,44.65,4340,
Kepler-286_d,0.0640044,5.914323,,0.00789025,,0.863,5580,0.118655
Kepler-338_c,0.164238,24.310856,,0.0178911,,1.735,5923,0.208761
WASP-62_b,0.0567187,4.411953,0,0.56227,1.25,1.28,6230,1.39
Kepler-300_c,0.23162,40.714955,,0.0169862,,0.9,5986,0.200732
HD_4732_c,4.60219,2732,0.23,2.36493,1.74,5.55146,4959,
Kepler-258_c,0.203997,33.653079,,0.0400599,,0.915,4942,0.322063
kappa_CrB_b,2.71619,1300,0.125,1.9747,1.58,5.06,4876,
Kepler-25_b,0.0702822,6.2385,0,0.0223552,1.19,1.31,6270,0.24177
HD_99492_b,0.121908,17.0431,0.254,0.106179,0.832,0.630794,4954.92,
Kepler-167_c,0.0743589,7.406097,,0.00871939,,0.696,4796,0.122223
Kepler-291_b,0.0455136,3.546511,,0.0161415,,1.016,6002,0.192702
HD_204941_b,2.55427,1733,0.37,0.26689,0.74,0.850124,5056,
Kepler-332_d,0.206247,34.21154,,0.00523423,,0.72,4955,0.105273
HD_196050_b,2.51056,1378,0.228,2.8434,1.109,1.31321,5892.35,
WASP-11_b,0.0436466,3.722465,0,0.539755,0.8,0.74,4800,0.91
HD_111232_b,1.97489,1143,0.2,6.84182,0.78,0.874998,5494,
HD_117618_b,0.174852,25.827,0.42,0.176652,1.069,1.16537,5963.63,
Kepler-192_c,0.15002,21.2234,,0.0235009,,1.007,5479,0.248907
HD_180902_b,1.38103,479,0.09,1.56395,1.53,3.85021,5040,
HIP_12961_b,0.25497,57.435,0.166,0.354314,0.67,,,
HD_63454_b,0.0362523,2.818049,0,0.384566,0.8,1.15809,4841,
BD_+48_738_b,1.11234,392.6,0.2,1.2654,1.19,11.7902,4658,
Kepler-62_c,0.0928559,12.4417,0.186815,0,0.69,0.64,4925,0.0481326
Kepler-371_c,0.325944,67.968015,,0.0131206,,0.992,5666,0.158801
NGC_2423_3_b,1.6555,714.3,0.21,6.63106,1.18,21.2079,4545,
Kepler-227_b,0.0877115,9.488015,,0.0288426,,1.091,5854,0.277456
Kepler-33_c,0.118876,13.17562,0,0.0305282,1.291,1.82,5904,0.28523
Kepler-275_b,0.0926511,10.300682,,0.0178911,,1.383,6165,0.208761
HD_13908_b,0.153755,19.382,0.046,0.865,1.29,1.67,6255,
HD_50499_b,3.87172,2457.8717,0.253675,1.74473,1.28,1.18426,6069.67,
CoRoT-14_b,0.0269122,1.51214,0,7.69464,1.13,1.21,6035,1.09
Kepler-176_d,0.170666,25.751974,,0.019783,,0.891,5232,0.223927
Kepler-319_d,0.196363,31.781925,,0.0173806,,0.903,5526,0.2043
Kepler-80_d,0.0413591,3.072186,,0.0128437,,0.637,4613,0.155232
Kepler-155_b,0.0641261,5.931194,,0.0155228,,0.62,4508,0.186457
Kepler-342_d,0.226833,39.459357,,0.0195472,,1.472,6175,0.222143
CoRoT-4_b,0.0903166,9.20205,0,0.717419,1.16,1.17,6190,1.19
HAT-P-19_b,0.0466409,4.008778,0.067,0.292273,0.842,0.82,4990,1.132
HD_154857_c,5.35635,3452,0.06,2.57917,1.718,1.86203,5605,
Kepler-24_c,0.105496,12.3318,0,0.0236121,1.03,1.07,5800,0.249577
Kepler-47_c,0.895669,303.158,0,0.0729242,1.043,0.964,5636,0.419091
GJ_163_b,0.0606753,8.631,0.11,0.033876,0.4,,,
Kepler-133_c,0.195273,31.517586,,0.0242535,,1.425,5736,0.253368
Kepler-33_f,0.253499,41.02902,0,0.0654095,1.291,1.82,5904,0.39754
Kepler-116_b,0.0643964,5.968734,,0.0353405,,1.454,6142,0.305112
Kepler-107_c,0.0564705,4.901425,,0.0133325,,1.411,5851,0.161477
Kepler-84_e,0.178021,27.434389,,0.0208911,,1.169,6031,0.231956
Kepler-109_b,0.0689299,6.48163,0,0.0182069,1.04,1.32,5952,0.211437
Kepler-315_b,0.410606,96.101141,,0.0445124,,1.037,5796,0.336337
KIC_11442793_f,0.519687,124.9144,,0.0254263,1.2,1.2,6080,0.26
HD_2039_b,2.19755,1120,0.715,5.92499,1.123,1.1465,5940.77,
Kepler-170_b,0.0778294,7.930592,,0.0305853,,1.035,5679,0.285485
Kepler-36_c,0.128401,16.23855,0,0.025489,1.071,1.626,5911,0.327926
Kepler-247_d,0.146486,20.477912,,0.0497576,,0.768,5100,0.351503
Kepler-136_b,0.100165,11.5789,,0.0151834,,1.355,6165,0.182889
XO-2_b,0.0368367,2.615838,0,0.56654,0.974,0.971,5340,0.983
Kepler-305_d,0.128062,16.738661,,0.0223552,,0.794,5100,0.24177
Kepler-120_c,0.107059,12.794585,,0.0125754,,0.534,4096,0.136497
Kepler-393_b,0.0858179,9.182417,,0.00711292,,1.382,6189,0.115086
Kepler-96_b,0.125499,16.23844,0,0.0261659,1,1.02,5690,0.238201
Kepler-11_d,0.154764,22.6845,0.0036055,0.0229683,0.961,1.065,5663,0.2781
HD_187085_b,2.02754,986,0.47,0.803694,1.143,1.31178,6075.15,
HD_118203_b,0.0702997,6.1335,0.309,2.13623,1.23,2.14975,5600,
Kepler-106_b,0.0657994,6.16486,0,0.00144019,1,1.04,5858,0.073149
WASP-63_b,0.0574592,4.37808,0,0.378096,1.32,1.88,5550,1.43
Kepler-30_b,0.185524,29.334,0.042,0.035557,0.99,0.95,5498,0.347625
Kepler-214_c,0.183794,28.7798,,0.0158724,,1.352,6169,0.190026
HD_175167_b,2.40085,1290,0.54,7.77836,1.102,,,
Kepler-273_b,0.0401325,2.936532,,0.0117855,,0.815,5626,0.133821
Kepler-323_c,0.0455761,3.553822,,0.0121124,,1.178,5987,0.145419
Kepler-84_d,0.0511438,4.224537,,0.00893492,,1.169,6031,0.123115
Kepler-267_c,0.0707769,6.87745,,0.0158724,,0.555,4258,0.190026
HAT-P-16_b,0.0413275,2.77596,0.036,4.2025,1.218,1.237,6158,1.289
TrES-4_b,0.0509243,3.553945,0,0.925,1.394,1.816,6200,1.783
Kepler-231_c,0.140675,19.271566,,0.0142208,,0.49,3767,0.172183
NGC_4349_127_b,1.68103,677.8,0.19,9.88561,1.37,42.3715,4445,
Kepler-184_b,0.0949568,10.687576,,0.0181008,,0.873,5788,0.210545
GJ_676_A_b,1.81539,1056.8,0.326,4.89701,0.71,,,
Kepler-60_b,0.0750769,7.1316185,,0.0172607,1.11,1.5,5915,0.203227
Kepler-151_b,0.120241,15.228958,,0.0279223,,0.83,5460,0.272995
Kepler-242_c,0.116354,14.496481,,0.0147725,,0.85,5020,0.178428
Kepler-230_b,0.199823,32.625555,,0.0596201,,0.817,5588,0.380052
HD_47186_c,2.38704,1353.6,0.249,0.348285,0.99,1.13117,5675,
Kepler-351_c,0.290701,57.24809,,0.0303861,,0.854,5643,0.284593
Kepler-350_b,0.0979073,11.189562,,0.0136211,,1.534,6186,0.165046
Kepler-382_b,0.0592083,5.262155,,0.00769114,,0.945,5600,0.117763
HIP_14810_d,1.88623,950.69651,0.165251,0.5806,0.99,1.31998,5485,
Kepler-209_b,0.124721,16.087845,,0.0170837,,0.935,5513,0.201624
Kepler-123_c,0.174808,26.695074,,0.0112762,,1.264,6089,0.132037
HD_142245_b,2.77628,1299,0,1.89038,1.69,4.51552,4878,
Kepler-59_c,0.136086,17.9801235,,0.0149563,1.04,0.94,6074,0.180443
KIC_11442793_b,0.0761616,7.008151,,0.00752338,1.2,1.2,6080,0.117
Kepler-258_b,0.109294,13.19722,,0.0537981,,0.915,4942,0.362209
Kepler-309_c,0.436563,105.356383,,0.019783,,0.721,4713,0.223927
Kepler-302_c,0.495205,127.282184,,1,,1.22,5740,1.11071
HD_30177_b,3.80821,2770,0.193,9.68782,0.951,1.21235,5607.39,
Kepler-4_b,0.0455763,3.21346,0,0.0772279,1.223,1.487,5857,0.357
HD_190647_b,2.07238,1038.1,0.18,1.90296,1.1,1.42287,5628,
HD_97658_b,0.0796373,9.4909,0.064,0.024739,0.748,0.703,5119,0.208761
Kepler-261_b,0.0931334,10.381227,,0.0163243,,0.794,5098,0.194487
Kepler-57_b,0.0588891,5.7293196,,0.0163986,0.83,0.73,5145,0.195205
Kepler-175_b,0.102029,11.903515,,0.020389,,1.01,6064,0.228388
Kepler-323_b,0.0276391,1.678327,,0.0100631,,1.178,5987,0.127576
Kepler-377_c,0.176201,27.014976,,0.0152673,,1.224,5949,0.183781
HD_106270_b,4.37827,2890,0.402,11.0869,1.33,2.66147,5601,
Kepler-379_c,0.309155,62.784697,,0.0173806,,1.306,6054,0.2043
HD_30856_b,2.04004,912,0.117,1.85721,1.36,5.5698,4973,
